,njets,npv,pt_1,eta_1,phi_1,m_1,iso_1,q_1,mt_1,pt_2,eta_2,phi_2,m_2,iso_2,q_2,mt_2,dm_2,jpt_1,jeta_1,jphi_1,jm_1,jbtag_1,jpt_2,jeta_2,jphi_2,jm_2,jbtag_2,pt_met,phi_met,m_vis,pt_vis,mjj,ptjj,jdeta,gen_match,run,weight,sample_name
0,2,18,26.779453,0.3383689,-2.2952678,0.10565837,0.029786699,-1,2.017489464377626,23.472672,2.0670023,-2.7310672,0.3968249,0.08761366,1,26.15404019457066,1,123.81348,-0.911405,1.0039873,15.453667,0.17093833,59.47184,3.2768645,0.51537764,12.677147,-10.0,134.72122,-2.2616773,50.129505,49.069054,688.40985,178.52246,-4.1882696,True,1,0.036151208,VBF_HToTauTauSkim
1,1,18,51.48727,-0.8916641,2.5974596,0.10565837,0.010313842,-1,8.522760159046618,20.317577,-1.3867346,-1.8445685,0.6796375,0.28913736,1,55.2006826171828,1,108.52453,0.08281916,-0.112418056,13.714886,0.8957618,-999.0,-999.0,-999.0,-999.0,-999.0,66.68724,2.7430365,53.980656,50.04959,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
2,3,10,36.684063,0.71034086,-0.37892136,0.10565837,0.057828292,-1,9.784172422646456,57.447464,1.0375661,2.1889322,0.9055595,0.0,1,107.33026806074399,10,67.84845,1.0502498,2.198407,8.426794,0.1310977,54.06872,1.9361185,-1.1767122,7.872929,0.7953543,51.685936,-0.60409474,89.351456,33.256664,133.56606,19.723904,-0.88586867,True,1,0.036151208,VBF_HToTauTauSkim
3,2,28,25.662077,0.47630414,-0.04518542,0.10565837,0.084661804,1,62.05590102467115,40.416855,-0.64166534,-2.5585518,0.13957,0.035604954,-1,12.453466603251808,0,77.38438,-2.590737,0.8023681,15.376289,-1.0,49.34704,-0.6343914,-2.5261357,6.292796,0.30729625,46.634144,-2.2707076,72.040436,24.774153,188.95134,30.316881,-1.9563457,True,1,0.036151208,VBF_HToTauTauSkim
4,3,14,50.221825,-0.087503195,2.7937205,0.10565837,0.038435675,1,37.60276642327155,72.59644,0.19838719,-2.362863,0.8699457,0.022431044,-1,39.924304650672035,1,149.34183,2.1535423,0.24869004,20.610355,0.82014626,70.73752,0.19556223,-2.3538556,4.8267403,-1.0,80.79855,-2.8902416,66.780594,104.52755,308.50482,95.78436,1.95798,True,1,0.036151208,VBF_HToTauTauSkim
5,1,21,18.46208,-0.6135378,-2.0686908,0.10565837,0.1890239,-1,5.264416990739351,77.87625,0.062092584,0.5532768,1.4544607,0.007564665,1,78.24184599627561,10,71.5201,0.07227227,0.5417182,6.8201017,0.8674595,-999.0,-999.0,-999.0,-999.0,-999.0,22.93667,-1.8121619,77.81962,62.526764,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
6,2,12,25.967175,-1.818643,-2.40364,0.10565837,0.023104876,1,39.480731125568106,65.27214,-1.3830793,1.5304539,1.0338455,0.0,-1,44.98334277634511,10,65.26783,-1.3797982,1.552969,6.227301,0.12154145,59.572884,0.026514359,-1.2996817,5.2809596,-10.0,36.522423,2.4879253,78.09086,50.545383,156.27522,18.836021,-1.4063126,True,1,0.036151208,VBF_HToTauTauSkim
7,3,8,18.874119,0.4434032,0.89463437,0.10565837,0.0,-1,2.131764323252147,29.759554,-0.85304904,-2.494115,0.13957,0.0,1,64.95547427169159,0,52.208263,-2.3557453,1.0192789,11.670693,0.17196575,41.782043,-0.86423856,-2.5797606,5.7360034,0.1648053,36.417816,0.97596806,57.416103,12.354342,120.21901,23.606548,-1.4915068,True,1,0.036151208,VBF_HToTauTauSkim
8,3,17,36.889706,-0.66362035,-1.3408004,0.10565837,0.0,1,27.523000585939887,38.83607,0.26643047,-0.19366036,0.72427106,0.028267954,-1,36.78239329028261,1,98.21555,-0.7638643,2.3786573,13.31645,0.045852486,44.30739,3.2829115,1.8163838,8.22059,-10.0,85.161835,-0.84468377,54.951824,63.61608,492.70523,137.74203,-4.046776,True,1,0.036151208,VBF_HToTauTauSkim
9,2,19,71.11693,0.56844455,0.631748,0.10565837,0.007980904,-1,43.22601232335238,53.772724,0.62879205,-1.571891,0.6737294,0.023744,1,35.526779802695366,1,71.11311,0.6698275,-1.5918512,10.968125,0.35958895,48.58336,-1.8430731,3.0854175,10.244219,-1.0,22.681795,-0.504694,110.393814,58.52877,208.94414,84.70415,2.5129006,True,1,0.036151208,VBF_HToTauTauSkim
10,2,29,25.058357,-0.91126734,-1.9873621,0.10565837,0.034788437,1,17.656482934938747,53.780434,-1.666276,0.7316134,0.6823747,0.0,-1,80.01047724042874,1,49.004467,-1.6478767,0.74425864,4.4284687,0.25851208,40.437214,-2.9996407,2.7885604,10.775916,-10.0,38.602432,-1.4117461,77.197815,32.58978,101.05098,47.215973,1.351764,True,1,0.036151208,VBF_HToTauTauSkim
11,6,32,48.360916,1.1280391,-0.4022819,0.10565837,0.0148156695,1,18.11915282720856,23.281446,-0.5681289,-1.2994678,0.43808356,0.26657367,-1,7.953657571308056,1,109.95338,-2.8579853,2.6164002,23.50336,-1.0,59.437958,-2.270356,0.33281854,18.886015,-1.0,22.921682,-0.9534428,70.300514,65.463875,161.84853,84.11329,-0.5876293,True,1,0.036151208,VBF_HToTauTauSkim
12,2,19,34.324654,-0.68276143,-1.9550809,0.10565837,0.0,-1,7.674884755160753,39.83676,-1.1700621,-0.36846533,0.64495456,0.0,1,101.30743599051331,1,139.8567,2.676686,1.0409282,17.894583,-1.0,43.429565,-1.1710637,-0.39137387,5.4201565,0.26678583,113.13411,-2.0783195,55.76649,52.17173,532.923,152.06267,3.8477497,True,1,0.036151208,VBF_HToTauTauSkim
13,3,27,39.083824,-0.59303445,2.331153,0.10565837,0.020769468,1,33.34735869120188,28.21703,1.3056054,-1.92793,1.1930581,0.096092194,-1,8.553382655834708,10,48.389847,2.600529,0.7329881,14.510249,-1.0,40.870247,-3.024649,-0.94763905,10.982643,-10.0,13.96168,-2.3622727,92.17984,36.84833,741.34796,59.81974,5.625178,True,1,0.036151208,VBF_HToTauTauSkim
14,2,14,20.348408,-0.8902156,0.16772465,0.10565837,0.0,1,60.60443601996298,89.136826,-1.1218737,-2.8409338,0.10920089,0.0,-1,7.757697485779845,0,81.16478,-1.1255925,-2.8317444,7.16402,0.1329392,66.27078,2.245999,0.22693649,21.567392,0.40620092,45.126377,-2.9633276,85.56297,69.02066,410.36664,16.08683,-3.3715916,True,1,0.036151208,VBF_HToTauTauSkim
15,3,23,20.29545,-1.5885383,-2.5186014,0.10565837,0.046143282,1,24.00132480233595,83.499565,-1.4004588,0.46596128,1.118779,0.006851013,-1,61.22452161284022,10,79.65766,-1.4243345,0.4941521,7.608953,0.7350154,64.940056,-2.416074,-2.9230096,14.886906,0.260792,19.840862,-1.2365106,82.45441,63.533157,162.25572,24.636461,0.9917395,True,1,0.036151208,VBF_HToTauTauSkim
16,3,17,29.225706,0.9887416,-1.7265695,0.10565837,0.0,-1,5.415207433507114,52.56767,-0.7814723,2.0708294,0.8478968,0.04661248,1,101.71621143006044,1,59.62141,-0.80086064,2.0174184,7.968338,0.1442715,46.590263,-0.89079565,0.9706256,15.368506,0.26538652,52.653366,-1.588415,108.25699,34.383854,58.586998,92.223045,0.089935005,True,1,0.036151208,VBF_HToTauTauSkim
17,4,25,29.32392,0.7659419,-0.59824127,0.10565837,0.062152103,-1,12.112031998864202,153.80142,1.3274003,-1.8239409,1.0314919,0.02845264,1,61.69290363067263,1,161.0745,1.3498302,-1.8342594,17.696598,0.1858493,131.73085,-0.68758523,1.4988399,20.102926,0.10506986,36.233578,-0.97199124,86.19453,166.03061,457.02927,40.458088,2.0374155,True,1,0.036151208,VBF_HToTauTauSkim
18,1,9,41.68916,-0.4152541,1.9840713,0.10565837,0.026883598,-1,1.7752592756174066,49.47203,0.2579882,-1.4501377,0.13957,0.0,1,51.76597105357629,0,50.122677,0.25311282,-1.4729142,5.6433992,0.16644356,-999.0,-999.0,-999.0,-999.0,-999.0,14.005645,2.0575562,95.10611,15.359435,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
19,3,17,26.582785,-2.0180976,2.5208511,0.10565837,0.036135163,1,56.6142677163247,76.86239,-1.5516652,0.9062486,1.033328,0.0,-1,3.522058649812459,1,122.608604,-2.3921633,-1.6248268,26.811144,0.27194256,79.70755,-1.5450469,0.9020988,11.124042,-1.0,60.75689,0.9577942,68.70006,80.22168,210.79576,73.60728,-0.84711635,True,1,0.036151208,VBF_HToTauTauSkim
20,3,12,18.98809,-0.10056287,1.5121979,0.10565837,0.05852533,-1,18.349775647058607,98.55352,-0.39351562,2.2550752,0.13957,0.02068963,1,57.75240838535815,0,142.27945,-2.0860772,-1.5856007,28.057743,0.19502234,108.584,1.3297521,-0.79783994,7.4229736,0.1369627,184.51476,1.823462,33.881447,113.26927,671.04816,232.0147,-3.4158292,True,1,0.036151208,VBF_HToTauTauSkim
21,2,21,22.032085,-0.48443165,-1.9426713,0.10565837,0.06588343,-1,28.007972695550958,68.4322,-0.53534406,-0.28847545,1.2484208,0.061429907,1,49.10757366903847,10,101.04395,0.32532677,2.2358847,14.293415,0.09536129,67.52998,-0.5250516,-0.30261597,8.608116,0.17895046,54.83558,-1.1133143,57.20668,70.12265,175.08295,59.419773,0.8503784,True,1,0.036151208,VBF_HToTauTauSkim
22,5,27,36.577095,-0.36828873,-1.9301217,0.10565837,0.0252249,-1,9.432953754336472,41.014153,-2.0389924,2.4730606,1.0232803,0.2607421,1,70.99387837132113,1,69.845924,-1.1973385,0.48466295,10.112411,0.10094946,60.115215,-2.1045182,2.5088358,12.650181,-1.0,40.22276,-1.6835701,95.76739,45.90236,127.75183,69.383804,0.9071797,True,1,0.036151208,VBF_HToTauTauSkim
23,1,16,46.785755,-0.562987,-0.8983343,0.10565837,0.006817485,-1,64.76466372436326,23.070208,-1.6934234,1.0448333,0.721724,0.024132283,1,26.96883573575655,1,48.714836,-3.2084663,2.885341,7.5018163,-10.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.440792,2.313486,66.9154,43.99712,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
24,4,18,22.293081,-0.23057817,-2.4385853,0.10565837,0.23915577,1,8.022973256408807,29.619728,1.2511846,-1.7810502,0.81231916,0.13290088,-1,42.67657707308279,1,92.67584,2.3339849,0.8525382,27.117449,0.20653114,36.49315,1.2746016,-1.7539055,5.297399,0.22834603,93.89697,-2.6141684,44.85066,49.189327,133.45291,64.04811,1.0593833,True,1,0.036151208,VBF_HToTauTauSkim
25,3,22,25.27681,0.62464464,2.2224982,0.10565837,0.12152418,-1,12.505031274633845,38.293137,1.3578796,-2.0216906,0.7167107,0.05477475,1,96.6613068361692,1,94.057655,2.1669426,0.15983628,18.539837,0.056139708,69.30873,-3.190437,-1.6509517,15.51205,-10.0,100.21647,2.4716003,57.91675,35.095104,1177.989,102.72037,5.35738,True,1,0.036151208,VBF_HToTauTauSkim
26,2,19,57.578564,-1.4431163,-3.0651093,0.10565837,0.021097064,1,42.953015883794066,37.763844,-0.95078266,0.3856312,0.8750107,0.029128894,-1,83.1764940738159,1,82.63814,0.20988522,-0.3505833,18.074968,0.11260774,36.089825,-0.946418,0.4227528,5.5351796,0.29002416,61.15818,2.4774346,95.03533,24.470078,82.21869,111.35461,1.1563032,True,1,0.036151208,VBF_HToTauTauSkim
27,3,17,76.266,1.8464447,-1.0232359,0.10565837,0.04955502,-1,34.99230014105384,25.204088,2.2761006,1.7121747,0.13957,0.23789135,1,78.02562929595224,0,83.50219,2.0568612,3.131664,19.226961,0.11577677,40.124737,2.3534796,1.7338978,9.405629,-1.0,60.585236,-1.5438788,87.95725,54.038105,81.71577,98.67274,-0.29661846,True,1,0.036151208,VBF_HToTauTauSkim
28,3,18,36.881653,0.24905717,2.5407076,0.10565837,0.0,1,17.13414781234876,70.61684,0.9158116,1.6206678,0.70601404,0.0,-1,47.21545117085151,1,149.13768,2.6758866,-1.1909224,32.836636,-1.0,62.62186,0.9289081,1.6262765,6.2615986,0.13290893,86.16866,2.235589,57.057213,97.48079,273.10693,91.97382,1.7469785,True,1,0.036151208,VBF_HToTauTauSkim
29,4,15,32.63,-1.1977719,-2.965115,0.10565837,0.13201483,-1,7.849020349443627,35.11318,-1.3749344,-0.44047508,1.2635084,0.028581146,1,96.72593237155887,10,95.94976,-0.11995706,0.6415196,13.80593,0.03521939,56.925568,-0.65217245,-1.8127658,10.785658,-1.0,77.646614,-2.8090208,64.803375,20.702957,146.82478,63.270054,0.53221536,True,1,0.036151208,VBF_HToTauTauSkim
30,3,21,21.27483,0.057779573,2.2271402,0.10565837,0.13763571,1,3.8430911752762227,44.18069,1.1891093,-0.5020038,0.62483555,0.08404326,-1,45.26759033422225,1,46.77689,1.1694045,-0.46052957,6.6150355,0.20464867,34.027367,2.4154403,1.489827,9.569001,0.28597462,12.890299,1.9945477,70.28228,26.121273,86.29766,46.545193,-1.2460358,True,1,0.036151208,VBF_HToTauTauSkim
31,3,22,35.277306,0.7628067,-1.0763524,0.10565837,0.010941744,1,25.060541060817904,46.597427,-0.7342887,-2.4926672,0.13957,0.024966974,-1,17.920290701622847,0,78.32633,-1.9210824,1.2857018,16.59582,0.13712338,58.974144,-0.75028545,-2.491768,7.483503,0.13374326,24.53585,-1.956275,84.89891,62.623272,156.10532,46.692104,-1.1707969,True,1,0.036151208,VBF_HToTauTauSkim
32,2,12,20.837442,-2.0168073,-0.11652679,0.10565837,0.060652837,1,25.134776929233247,27.323883,-1.415226,-1.6806157,0.7596334,0.178848,-1,21.61398858988893,1,95.84507,-2.417049,1.946303,19.178543,0.26501113,35.820637,-1.4338521,-1.6296685,5.8238654,0.22712319,40.129993,-1.0157118,36.671394,34.473633,131.82195,65.119965,-0.98319685,True,1,0.036151208,VBF_HToTauTauSkim
33,2,27,121.78742,-0.82542443,-1.5180739,0.10565837,0.008235635,1,63.342813305038916,23.541595,-0.26000553,1.804525,1.0051082,0.28073052,-1,27.346981802721626,10,86.579704,-2.7909334,1.47223,17.073788,-1.0,35.972668,-0.26992983,1.8937181,9.320195,0.15334776,14.837439,0.16315205,111.01251,98.72143,187.97064,120.30764,-2.5210035,True,1,0.036151208,VBF_HToTauTauSkim
34,2,26,22.599192,0.3396045,1.5750777,0.10565837,0.11057504,-1,26.558332340261536,85.671265,1.4263301,-3.1056764,1.3177006,0.1319067,1,11.574702968575945,10,113.60162,-1.6246725,-0.45263073,22.663525,0.10862024,87.943436,1.4187955,-3.108069,13.074474,0.077402234,20.597254,2.901088,80.72972,87.90798,478.54208,54.529095,-3.043468,True,1,0.036151208,VBF_HToTauTauSkim
35,2,16,55.19053,-0.71186024,-2.0333908,0.10565837,0.0,1,13.562945475611832,34.499546,-0.14505892,2.5043561,0.13957,0.0,-1,52.38664083166279,0,93.46481,0.8048656,0.6028945,13.614203,0.76863706,33.886154,-2.041586,-1.8872374,10.168516,0.24899475,44.222347,-2.3087974,71.40101,59.787415,245.68806,69.61964,2.8464515,True,1,0.036151208,VBF_HToTauTauSkim
36,2,16,43.455692,-0.70217,-0.17851849,0.10565837,0.0,1,14.2221204989925,90.4038,0.46785307,1.1391548,0.92667663,0.0,-1,47.44177654243188,10,133.64346,2.3880036,-2.4664142,19.92766,0.19421335,72.84004,0.47117326,1.1533206,9.246415,0.8434934,31.067486,0.21100818,109.137794,109.67631,293.6065,76.68442,1.9168303,True,1,0.036151208,VBF_HToTauTauSkim
37,3,14,86.18611,-0.4462991,1.2311536,0.10565837,0.0,-1,29.451035724733774,39.797314,-0.32054406,-0.61382484,1.0246513,0.04586807,1,70.67622639074462,10,60.863216,-2.8334725,-3.0406842,17.733358,-1.0,59.741096,2.5513563,-2.084116,13.391791,-1.0,36.45701,1.7627941,93.67556,84.58412,888.65894,107.07206,-5.3848286,True,1,0.036151208,VBF_HToTauTauSkim
38,2,21,27.347359,-0.053424407,-0.25203526,0.10565837,0.016855199,1,8.733588392873838,24.051155,0.6388591,2.9563518,0.80756474,0.27123278,-1,55.650677988286006,1,43.36144,-4.3644586,3.0819013,10.601568,-10.0,35.014008,0.62713397,2.9759197,5.0886335,0.6222175,33.242527,-0.5427172,54.381187,3.7146125,470.764,78.26668,-4.9915924,True,1,0.036151208,VBF_HToTauTauSkim
39,1,19,24.737906,1.1530802,-0.5096235,0.10565837,0.0,-1,44.095169159123174,38.165997,0.29128265,2.5700617,0.86749417,0.0,1,24.89045244168327,1,35.385956,0.28912,2.5358891,3.673819,-10.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.177467,-2.849673,67.23287,13.562115,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
40,2,20,24.712288,-0.50666153,2.9234977,0.10565837,0.0,-1,4.8808663815505575,39.876553,0.33501276,0.21761346,1.1089554,0.059993,1,48.03432738848616,10,44.626045,0.31145844,0.1511415,7.39403,0.053186495,33.12634,3.718229,-1.5138767,9.519952,-10.0,16.27356,2.6795049,67.08203,20.349249,214.16809,53.015793,-3.4067707,True,1,0.036151208,VBF_HToTauTauSkim
41,1,13,37.509052,-0.9879039,1.8181773,0.10565837,0.0540392,1,43.06983605702015,55.394943,-0.9038103,-0.5247992,0.13957,0.041801054,-1,22.63787941758337,0,48.388542,-0.912404,-0.4826862,6.6793413,0.25463194,-999.0,-999.0,-999.0,-999.0,-999.0,12.391605,-1.4182687,84.08186,39.70082,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
42,2,20,39.424473,-1.5352803,-1.1823215,0.10565837,0.0,1,60.544621415558716,31.298843,-1.6492556,3.0496798,0.80986357,0.0,-1,26.562158523465516,1,75.24169,1.628677,0.81819797,12.641525,0.22243537,33.060654,-1.6269982,3.1017222,3.6913798,0.19329968,55.742725,-2.5863478,60.21472,37.32884,261.04272,59.170216,3.2556753,True,1,0.036151208,VBF_HToTauTauSkim
43,1,17,39.465336,1.6189101,-0.85050493,0.10565837,0.04691198,1,38.06586907879272,28.212576,1.2878262,2.0862784,0.74413246,0.02062022,-1,41.126290629223305,1,54.84373,-1.9954418,-3.0491688,7.2819963,0.12085843,-999.0,-999.0,-999.0,-999.0,-999.0,26.84533,0.39861634,67.319496,13.159254,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
44,1,29,27.979979,-1.5409778,1.908818,0.10565837,0.0085148895,-1,45.65132242343065,23.164314,-1.4276859,-1.0997996,0.13957,0.17741366,1,13.810285964418194,0,36.191162,-3.9717486,0.15803626,10.674528,-10.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.944616,-1.7539089,50.887104,5.885094,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
45,1,9,18.637081,0.8241938,0.055078913,0.10565837,0.1344911,1,3.0105538478879366,62.11411,0.290917,2.6110487,1.0103363,0.0,-1,89.06824122903444,10,61.850338,0.2803154,2.65469,8.069477,0.8758359,-999.0,-999.0,-999.0,-999.0,-999.0,33.72363,-0.065078825,67.69974,47.707935,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
46,2,18,20.949148,0.5382503,2.498351,0.10565837,0.0,-1,2.10185600238365,48.593155,-0.36498532,-0.42500144,0.5854334,0.02186021,1,77.31593728245109,1,53.421997,-0.3876475,-0.43620166,6.7564144,-1.0,51.714954,-0.6769056,-2.4361734,8.672896,0.16061398,30.8959,2.5809917,70.09075,28.50411,91.086136,56.82514,0.28925806,True,1,0.036151208,VBF_HToTauTauSkim
47,2,12,22.426407,-0.5169334,-0.35262105,0.10565837,0.09239367,-1,19.5208352417183,58.84955,1.0182178,-2.9255776,0.72623307,0.03678104,1,12.996356359851683,1,62.563885,1.0166636,-2.9473443,5.2812614,0.1698154,44.83469,1.5045704,0.7278178,8.495192,0.10426906,4.3264337,2.5187383,92.9285,41.737484,106.38741,33.07778,-0.4879068,True,1,0.036151208,VBF_HToTauTauSkim
48,2,12,28.999836,1.4515084,-3.136726,0.10565837,0.0,1,8.868190748828253,58.728928,0.37817132,1.2103773,1.1284024,0.021480892,-1,60.657417419346416,1,57.70172,0.36985365,1.2282819,4.686962,0.48685545,45.28592,-2.2584221,-1.2617774,7.505053,0.07016244,18.634546,-2.7528887,82.36196,55.437412,201.76001,34.995766,2.6282759,True,1,0.036151208,VBF_HToTauTauSkim
49,2,17,42.899467,-2.049947,2.5979745,0.10565837,0.0,-1,86.08973058636349,31.322193,-0.38775313,-1.2630626,0.858633,0.062962174,1,73.79994309868286,1,39.54366,-3.1901572,-1.8509446,8.143698,-10.0,37.402775,-0.3184912,-1.326113,6.33931,0.28297606,64.09846,0.6721275,96.76397,28.285141,155.73625,74.31433,-2.871666,True,1,0.036151208,VBF_HToTauTauSkim
50,3,23,30.729912,-0.36900145,-0.08310501,0.10565837,0.009347068,1,47.30235169971015,46.287663,0.82824355,0.9792177,0.79395753,0.06988991,-1,7.818236124274989,1,92.87435,-1.5657066,-2.6724937,11.522999,0.17742965,47.05095,0.82809794,1.0055788,5.858888,0.23910184,88.70809,0.85713196,61.279686,66.87201,236.87642,57.685265,-2.3938046,True,1,0.036151208,VBF_HToTauTauSkim
51,2,10,17.522984,0.71088547,-2.064219,0.10565837,0.040851448,1,10.216868048281125,42.379772,0.27584586,2.0018318,0.728098,0.026595294,-1,44.12375110098226,1,73.55652,0.56640047,-0.6420631,3.4940221,0.8877726,51.52082,0.29075396,2.0457735,3.8703256,0.13859308,20.798887,-2.605993,50.23306,34.76476,121.40955,35.391422,0.2756465,True,1,0.036151208,VBF_HToTauTauSkim
52,3,12,20.385622,-0.011764123,-0.529367,0.10565837,0.0,-1,40.17313261800744,63.72883,-0.2544422,1.5793068,0.7995188,0.022602845,1,51.180135579415456,1,77.181114,2.0144393,-0.9675261,12.551299,0.026720006,75.280594,-1.9902879,-2.7792447,9.73207,0.20060275,58.389565,0.7135097,63.30263,56.087334,567.54895,94.08222,4.0047274,True,1,0.036151208,VBF_HToTauTauSkim
53,2,29,29.433027,1.6125696,0.92898864,0.10565837,0.05764573,1,31.098845267309756,59.501163,0.5162958,-1.2974608,0.13957,0.026647571,-1,13.37126447489623,0,60.06735,-3.227447,1.6568115,12.339581,-10.0,47.741135,0.4999894,-1.2668076,7.66093,0.1582211,13.867111,-0.8276553,89.23159,47.6575,354.8658,16.96018,-3.7274365,True,1,0.036151208,VBF_HToTauTauSkim
54,4,25,61.547657,1.6652002,-0.83038795,0.10565837,0.0,-1,51.080077420909106,24.553858,1.3241876,0.61605597,0.33099964,0.13200606,1,6.2074280685353225,1,127.94011,1.3220935,2.9456317,21.172857,0.07984148,46.48106,1.3354732,0.5874876,9.733989,-1.0,32.073864,0.39440712,53.155712,69.035416,145.89919,100.51241,-0.013379693,True,1,0.036151208,VBF_HToTauTauSkim
55,2,13,39.436516,1.7819561,1.4398683,0.10565837,0.03827702,1,5.84215905218602,20.48871,0.4491606,-0.020650206,0.13957,0.08982243,-1,48.692943935209755,0,110.88785,2.8330452,-2.018028,24.02792,-1.0,31.935204,0.47004768,0.05571972,5.2805443,0.20370807,57.12507,1.5630329,55.669003,46.399082,206.71242,99.50947,2.3629975,True,1,0.036151208,VBF_HToTauTauSkim
56,1,14,40.511246,0.4433564,-0.61184883,0.10565837,0.0126567995,-1,15.759578266299055,55.34263,-0.28995326,2.6450741,0.985545,0.0,1,38.691574336827216,10,38.817448,-0.28404164,2.6167002,5.0533657,0.46722218,-999.0,-999.0,-999.0,-999.0,-999.0,7.95059,0.29726282,100.99791,15.80373,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
57,3,20,35.77211,1.1961082,-2.2909088,0.10565837,0.06426893,1,75.03937054643286,49.085808,0.7963206,-0.3272667,0.64550173,0.03337421,-1,18.206000053009586,1,70.958565,-1.3101554,1.4821863,9.4147005,0.12439422,55.246773,-3.2261384,-2.139979,13.113241,-10.0,72.45539,-0.6337468,71.70387,48.42184,186.80118,33.68897,1.915983,True,1,0.036151208,VBF_HToTauTauSkim
58,2,15,47.58478,0.22363643,-1.8209615,0.10565837,0.011068828,-1,2.999219169630559,36.43259,-0.13964751,1.2120274,1.0213283,0.03501886,1,54.02316944898691,1,39.3129,-0.17425662,1.7979486,5.8369403,0.08869906,36.086864,-0.14145105,1.1675714,4.6586933,0.2112073,20.239216,-1.7242793,84.5452,12.033251,25.641682,71.69239,-0.032805577,True,1,0.036151208,VBF_HToTauTauSkim
59,2,17,28.05039,1.1101925,1.284493,0.10565837,0.052719384,1,38.927672126709766,69.5673,0.5225226,2.1176434,0.13957,0.037108082,-1,29.43696958126413,0,272.5059,-0.664279,-1.3610252,21.501041,0.08384273,63.934628,0.53858125,2.1508455,6.332054,0.13303567,173.95395,1.8492463,44.40247,90.83633,310.66592,214.15775,-1.2028602,True,1,0.036151208,VBF_HToTauTauSkim
60,2,27,23.203188,0.70382106,0.4855241,0.10565837,0.043780092,1,21.750014543113753,44.33259,-0.38258603,1.8614258,1.0018525,0.028318785,-1,52.824875925476576,1,76.271774,-2.0399127,-1.8444234,11.326992,0.36219847,47.716145,-0.393407,1.864328,6.815558,0.14165507,85.99502,0.9773774,54.7618,53.872,161.8327,44.21604,-1.6465057,True,1,0.036151208,VBF_HToTauTauSkim
61,3,23,43.09264,1.3030252,1.6933484,0.10565837,0.06848385,-1,18.275000892673216,172.4725,0.62679523,0.8060495,0.7420758,0.0,1,36.92473418553157,1,239.66405,-0.46785668,-1.8452038,31.231674,0.059463486,185.6526,0.6334597,0.79597837,9.800922,0.18394864,40.427757,1.2519329,94.91304,202.46199,478.24387,117.59465,-1.1013163,True,1,0.036151208,VBF_HToTauTauSkim
62,3,16,64.06854,0.060174994,-1.0488083,0.10565837,0.019675514,-1,1.569054507166546,39.92709,-1.3201575,-0.1272497,0.4956654,0.025593372,1,38.30683067374883,1,89.81068,2.2635357,2.2728517,17.214096,0.25284582,38.00981,-4.035058,2.1300318,8.570841,-10.0,49.212997,-1.0208639,87.8758,93.76601,1360.4276,127.54829,6.2985935,True,1,0.036151208,VBF_HToTauTauSkim
63,8,38,129.92621,0.7670572,-0.48309535,0.10565837,0.030895842,1,6.062550447453577,25.148865,0.31806558,0.5029846,1.004627,0.3402085,-1,52.81311891722171,10,184.62624,-2.3724475,2.8374622,40.569256,0.22393699,81.0563,2.7885647,-2.8007367,17.312157,-1.0,135.10011,-0.43733272,60.043976,145.32845,1608.94,254.11505,-5.161012,True,1,0.036151208,VBF_HToTauTauSkim
64,3,17,19.540417,-0.1645129,1.692372,0.10565837,0.0,1,14.812571181955782,64.83656,-0.47322538,-1.9733824,0.7533008,0.0,-1,128.56554203203444,1,81.50387,-0.45800653,-1.954416,6.8903675,0.15389696,46.140953,0.8681589,-0.38800794,5.877232,0.037791308,63.89923,1.2700458,69.642136,48.90734,123.67086,93.83429,-1.3261654,True,1,0.036151208,VBF_HToTauTauSkim
65,1,17,87.39974,-1.7502351,-0.35453752,0.10565837,0.008800675,-1,51.01254286314698,20.907646,-1.3294653,-2.6420448,0.8951147,0.28217313,1,16.241671074733148,1,33.886204,-3.3578148,2.4906132,7.281773,-10.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.637312,-1.7687707,79.93411,75.33311,-999.0,-999.0,-999.0,True,1,0.036151208,VBF_HToTauTauSkim
66,2,18,34.63993,-0.38748845,2.8567693,0.10565837,0.0,-1,6.3351869914980155,44.17895,0.29065302,-0.7804563,0.60461915,0.0,1,17.30408638055814,1,41.266754,-4.507602,0.12968728,12.714539,-10.0,40.935127,0.2953411,-0.8219499,4.274711,0.16598918,2.4767797,-2.7283757,80.529305,21.431168,452.662,73.07089,-4.802943,True,1,0.036151208,VBF_HToTauTauSkim
